Name,Age,City,Join_Date,Salary,Gender
Tyler Ray,52.0,LA,2020-01-11,,Female
Michelle Wilson,70.0,Los Angeles,15/02/2024,2000000.0,female
Angela Robinson,63.0,Los Angele,2021-02-05,2000000.0,Female
Amy Davidson,60.0,Los Angeles,12/09/2021,,
Jocelyn Blair,55.0,Los Angeles,2020-01-14,,female
Amy Jensen,32.0,Los Angeles,20/11/2020,2000000.0,femlae
Peter Williamson,52.0,new york,16/01/2024,10.0,Female
Gina Miller,31.0,San Francisco,,9999999.0,
Travis Jackson,25.0,Los Angele,2023-06-22,9999999.0,
Christine Dean,65.0,LA,2021-08-27,2000000.0,Female
Morgan Watson,,Los Angele,2022-06-25,,Mmale
Charlotte Mercado,20.0,new york,02/08/2020,2000000.0,female
Christine York,49.0,LA,27/08/2024,2000000.0,male
Aaron Phelps,42.0,Los Angeles,2022-04-10,,Male
,,SF,2020-06-05,2000000.0,Mmale
Jessica Dunn,24.0,LA,2023-05-07,10.0,female
Donald Gordon,66.0,Los Angele,2023-08-12,2000000.0,Mmale
James Galvan,46.0,Los Angeles,2021-11-14,,Mmale
Dr. Cheryl Dawson,48.0,Los Angele,2024-03-26,2000000.0,femlae
Shannon Pope,23.0,Los Angele,2024-02-09,10.0,femlae
Mr. Brett Mckinney,49.0,san francisco,,9999999.0,femlae
Jessica Ryan,57.0,san francisco,2023-08-04,10.0,male
Christopher Collins,28.0,LA,2022-09-04,280950.9865281805,femlae
Jerry Santos,,new york,2024-03-01,2000000.0,
Beth Lopez,67.0,New York,2021-11-20,10.0,Male
William Johnston,25.0,new york,10/04/2023,,Femle
Mary Perkins,55.0,Los Angeles,2020-12-12,113101.97527335792,Male
Sheila Mckinney,,Los Angeles,2021-08-03,,Female
Lauren Jones,50.0,Los Angeles,2021-07-25,10.0,female
,22.0,san francisco,2020-06-17,,femlae
Brian Davis,39.0,new york,2024-06-03,2000000.0,Mmale
Mark Mills,21.0,Los Angele,2024-10-19,9999999.0,femlae
Robert Kramer MD,36.0,Los Angeles,2024-03-16,2000000.0,Mmale
Daniel Kane,23.0,New York,16/10/2024,101084.39494667655,femlae
John Jenkins,57.0,San Francisco,2021-02-28,10.0,Mmale
Kenneth Chung,34.0,new york,2022-07-03,,femlae
Dylan Lopez,20.0,New York,2019-12-13,,Mmale
Charles Melendez,59.0,Los Angeles,2021-12-02,2000000.0,male
,23.0,Los Angele,06/10/2022,,Male
Matthew Williams,48.0,Los Angele,06/07/2023,2000000.0,Male
Norma Brandt,58.0,San Francisco,2023-11-11,10.0,Female
,40.0,Los Angele,2024-02-20,2000000.0,femlae
Jennifer Nixon,70.0,san francisco,02/09/2023,2000000.0,Female
Caitlin Williams,50.0,LA,2020-05-13,2000000.0,male
Randall Foster,55.0,Los Angele,2024-09-23,10.0,female
Danielle Martinez,20.0,New York,2023-01-21,9999999.0,
John Carrillo,64.0,New York,2023-12-19,9999999.0,male
Anthony Molina,41.0,New York,23/04/2024,2000000.0,male
Nicholas Walker,65.0,Los Angeles,21/05/2024,87986.24069805085,Female
Mr. Andre Morris,,New York,2023-12-06,2000000.0,
Caitlin Lee,26.0,Los Angele,2021-09-28,9999999.0,
,35.0,LA,23/07/2023,,Female
Jimmy Silva,62.0,san francisco,2021-12-23,2000000.0,Mmale
Rachel May,65.0,New York,2019-11-29,9999999.0,Male
Connie Perez,,Los Angele,2021-10-11,2000000.0,Mmale
Elizabeth Henson,53.0,san francisco,2023-11-13,,Female
Richard Moreno,41.0,san francisco,2024-10-06,9999999.0,Femle
,,san francisco,2024-06-09,2000000.0,Male
Amanda Farmer,,Los Angeles,2022-04-08,,male
Kimberly Jackson,25.0,new york,2022-02-25,273578.08841090323,female
Shelley Wright,44.0,new york,2020-05-08,,femlae
Robert Flores,,San Francisco,2023-07-06,109223.43826159177,male
Michael Leach,53.0,SF,2022-10-08,2000000.0,
Barbara Warren,59.0,new york,2020-10-15,,male
Stacey Owens,19.0,New York,2020-03-16,9999999.0,Mmale
,37.0,Los Angeles,2023-02-27,,female
,40.0,Los Angele,2020-10-16,,male
April White,43.0,Los Angele,2024-04-06,10.0,Male
Wendy James,30.0,LA,2021-12-02,2000000.0,Femle
Gregory Velasquez,42.0,SF,14/06/2023,9999999.0,Mmale
Mrs. Lauren Frost,53.0,San Francisco,05/11/2021,,Male
Donald Hancock,41.0,SF,2020-05-09,10.0,Male
,26.0,New York,2020-09-08,10.0,female
Janet Fleming,38.0,Los Angele,2020-12-24,9999999.0,Male
Tara Madden,46.0,new york,2023-05-25,,female
Joshua Steele,40.0,Los Angele,2024-03-03,,male
Scott Pace,58.0,Los Angele,2023-07-20,10.0,
Jeffrey Warren,20.0,New York,2020-01-16,2000000.0,female
Ryan Clements,30.0,SF,2021-01-28,10.0,
Eric Scott,29.0,LA,2020-07-14,,Female
,37.0,New York,2022-08-21,9999999.0,female
Melissa Wilson,41.0,New York,2022-10-22,2000000.0,Mmale
Melvin Anderson,44.0,Los Angeles,2022-11-21,154749.81289274132,Femle
Dalton Griffin,29.0,new york,2021-11-30,,Female
Dylan Welch,46.0,SF,2023-11-17,9999999.0,femlae
John Foster,24.0,LA,,10.0,male
Mary Douglas,55.0,LA,08/09/2023,2000000.0,Femle
Michelle Franklin,26.0,new york,2024-04-13,2000000.0,male
John Kim,28.0,san francisco,2022-03-26,10.0,
Alan Jones,33.0,new york,2020-02-29,2000000.0,female
John Chen,57.0,new york,2021-06-07,2000000.0,male
,62.0,San Francisco,2024-02-05,,femlae
Tyler Bennett,23.0,Los Angeles,,2000000.0,
Michael Bennett,68.0,New York,2023-10-14,,Female
Amy Rodriguez,62.0,san francisco,21/03/2021,9999999.0,femlae
Angela Gomez,50.0,LA,2020-11-22,66426.67653176014,
Patrick Becker,37.0,San Francisco,03/11/2022,9999999.0,Male
Autumn Oconnell,,SF,2023-10-19,10.0,female
Jo Mercado,53.0,Los Angele,,10.0,male
Kellie Moore,28.0,new york,2021-11-03,10.0,female
Tracy Jackson,21.0,Los Angele,2021-10-14,2000000.0,male
Kristine Neal,67.0,Los Angele,2024-05-23,10.0,male
,54.0,new york,2022-04-24,10.0,Mmale
Louis Diaz,34.0,Los Angeles,2022-01-26,98900.33798739867,
,50.0,Los Angeles,2020-06-15,9999999.0,Female
Shelley Mueller,31.0,Los Angeles,,,Femle
Catherine Morris,58.0,new york,2020-01-09,2000000.0,Female
Angela Simmons PhD,39.0,Los Angele,2023-06-30,2000000.0,Mmale
Teresa Gallagher,62.0,New York,2022-10-30,10.0,Male
Joy Nguyen,20.0,San Francisco,15/06/2021,,female
Charles Hopkins,36.0,new york,2021-04-29,191503.73114508868,female
,42.0,san francisco,2021-06-11,,Female
Pamela Wiggins,46.0,Los Angele,2024-08-25,,Male
Kristi Gonzalez,60.0,Los Angeles,2020-12-26,91429.25065653752,Male
Kyle Landry,68.0,san francisco,2024-07-28,2000000.0,femlae
Michael Davidson,26.0,San Francisco,2023-02-23,10.0,femlae
Christopher Cantrell,40.0,san francisco,2023-04-14,10.0,Femle
Thomas Gentry,59.0,San Francisco,2021-11-06,10.0,male
Joel Ross,25.0,Los Angeles,2022-11-10,233484.6220515728,Femle
Gary King,70.0,New York,2020-12-31,2000000.0,femlae
Brenda Quinn,64.0,SF,2021-12-24,215329.08578795817,female
James Garcia,24.0,New York,,,
Douglas Johnson,51.0,LA,2024-04-09,9999999.0,Female
Paula Pope,32.0,Los Angele,2023-06-27,108026.14295688321,Mmale
Kyle Lawson,43.0,New York,2022-07-23,2000000.0,Female
,26.0,Los Angeles,2021-09-14,10.0,femlae
John Norman,27.0,new york,2019-12-18,,male
Sheila Nichols,,new york,2023-03-02,2000000.0,female
Dana Rodriguez,60.0,Los Angeles,20/07/2022,,
Miss Samantha Robinson MD,44.0,New York,2022-08-14,2000000.0,male
Dwayne Gardner,19.0,Los Angele,,10.0,
Martha Levy,29.0,new york,2020-05-05,2000000.0,
,56.0,SF,03/01/2023,10.0,
Chelsea Dawson,,LA,2024-07-14,9999999.0,female
Zachary Glover,51.0,SF,08/05/2021,2000000.0,Mmale
Sherry Collins,28.0,Los Angeles,,10.0,Mmale
Carolyn Peck,19.0,Los Angeles,2020-08-30,2000000.0,Femle
Dr. Charles Holloway MD,42.0,New York,22/11/2022,10.0,femlae
Shannon Barry,61.0,Los Angeles,2021-08-13,10.0,Mmale
Stephanie Smith,52.0,san francisco,2021-01-27,,Femle
Sherri Parker,67.0,SF,2024-05-25,2000000.0,Female
Michael Holmes,,San Francisco,2022-04-24,9999999.0,
,48.0,New York,2021-08-06,9999999.0,Female
Andrew Serrano,29.0,new york,2023-05-14,10.0,Mmale
Jenna Mccall,18.0,New York,14/09/2021,10.0,Female
,41.0,Los Angeles,2020-06-30,9999999.0,Mmale
Carolyn Baird,28.0,LA,2024-05-13,10.0,male
,55.0,San Francisco,2023-11-26,2000000.0,female
Amanda Larson,23.0,Los Angeles,,9999999.0,
,32.0,Los Angeles,2021-09-17,,Male
,67.0,LA,2022-11-01,10.0,Femle
Troy Mcguire,39.0,new york,2021-12-17,9999999.0,femlae
David Murphy,43.0,LA,2023-10-17,,male
,25.0,Los Angeles,,,Femle
Kerry Morales,52.0,LA,30/09/2022,270863.9107643146,Male
Elizabeth Price,,Los Angele,18/09/2022,10.0,femlae
Jorge Wright,,San Francisco,14/09/2024,9999999.0,male
Stephen Rivera,68.0,Los Angeles,2021-02-10,10.0,Femle
Carl Reilly,40.0,Los Angele,2020-03-11,10.0,Female
Ana Mcdonald,53.0,Los Angeles,2022-10-07,2000000.0,Mmale
Jesse Owens,21.0,Los Angele,2020-12-20,9999999.0,Femle
Wendy Mercer,,Los Angele,2020-10-01,2000000.0,female
Patrick Coleman,31.0,New York,2021-04-30,126333.42119327963,Mmale
Angela Miranda,66.0,New York,2021-10-16,151043.7642501864,Male
Hannah Morgan,39.0,San Francisco,2023-05-27,9999999.0,female
Julia Russell,68.0,Los Angele,2023-11-16,10.0,Mmale
Joseph Eaton,48.0,San Francisco,2024-04-14,2000000.0,Male
Jermaine Moore,68.0,San Francisco,2023-09-18,9999999.0,Mmale
Amber Hodges,56.0,Los Angeles,2023-08-05,179084.1135476578,Femle
Andrea Avery,59.0,New York,2024-07-18,2000000.0,Femle
Valerie Contreras,60.0,Los Angele,2024-03-11,9999999.0,Female
Darin Strickland,19.0,san francisco,2020-09-11,,Femle
,54.0,san francisco,2020-08-17,9999999.0,female
,47.0,Los Angeles,2022-06-24,,female
Brett Harrell,,new york,30/12/2019,9999999.0,female
David Turner,67.0,Los Angele,2023-03-21,,Female
Mrs. Lori Davis,59.0,SF,2021-07-31,2000000.0,
Susan Williams,67.0,San Francisco,10/02/2023,10.0,male
Angela Sherman,39.0,New York,2021-10-06,,Mmale
George Yu,33.0,San Francisco,,2000000.0,female
Connie George,48.0,New York,2020-08-12,,female
Johnny Evans,51.0,New York,,10.0,female
,40.0,Los Angele,2019-12-29,2000000.0,femlae
,61.0,Los Angele,2021-09-28,,Female
Tara Black,59.0,san francisco,2023-10-16,,Femle
Donald Thomas,39.0,San Francisco,2020-02-10,,
Wayne Mitchell,61.0,san francisco,2022-09-23,9999999.0,female
Jeanette Freeman,27.0,Los Angeles,12/08/2022,2000000.0,femlae
Rebecca Stewart,34.0,san francisco,2022-05-22,9999999.0,female
Cynthia Warner,66.0,New York,04/11/2020,9999999.0,
Hunter Smith,50.0,SF,2023-10-30,,Mmale
Michael Peters,35.0,LA,2021-05-19,10.0,Femle
Stephen Baxter,23.0,Los Angeles,2021-04-17,2000000.0,female
Heather Campbell,65.0,New York,2020-09-05,,female
Carrie King,55.0,SF,2019-11-02,10.0,
Teresa Martinez,47.0,new york,2021-06-07,2000000.0,Female
Cathy Gibbs,26.0,new york,2022-12-02,2000000.0,male
Stephen Ramirez,24.0,Los Angele,,2000000.0,Femle
Diana Dickson,38.0,new york,2021-02-28,,
Leslie Rodriguez,50.0,San Francisco,2021-12-30,9999999.0,femlae
Emily Gibson,64.0,Los Angele,2020-07-27,2000000.0,male
Alyssa Moran,50.0,new york,2022-10-22,2000000.0,femlae
Thomas Dixon,53.0,New York,,9999999.0,Femle
James Stephenson,64.0,New York,2020-06-27,212602.89857072025,femlae
Jordan Moody,34.0,san francisco,12/04/2020,2000000.0,Mmale
Luis Sharp,33.0,Los Angele,2024-05-04,10.0,femlae
,65.0,san francisco,2021-04-12,9999999.0,
Austin Larsen,37.0,new york,2023-02-02,9999999.0,femlae
Joseph Johnson,,San Francisco,2022-02-08,9999999.0,Femle
Connie Salas,18.0,Los Angeles,2022-02-02,2000000.0,
Dana Collins,23.0,San Francisco,29/10/2019,10.0,femlae
Brittany Wade,62.0,San Francisco,02/11/2021,10.0,male
Michael Hughes,27.0,san francisco,2023-05-10,9999999.0,female
Kimberly Gibson,54.0,Los Angele,08/03/2024,,female
Audrey Hayes,,SF,04/01/2021,,Mmale
Jeffrey Brown,35.0,New York,2023-10-04,9999999.0,
Janet White,60.0,Los Angeles,2024-01-04,10.0,Mmale
Justin Ross,39.0,Los Angele,2024-06-22,2000000.0,Male
John Carson,22.0,SF,2023-04-16,,Male
John Morales,37.0,Los Angeles,10/10/2023,9999999.0,Female
Crystal Lyons,18.0,Los Angele,2023-06-21,10.0,Female
John Perez,56.0,san francisco,2021-11-03,9999999.0,Female
Diane House,63.0,new york,2024-09-15,10.0,female
,36.0,LA,2024-04-02,9999999.0,femlae
Stephen Herring,35.0,New York,2021-08-20,9999999.0,Female
Mitchell Elliott,67.0,san francisco,,10.0,Male
Jeremy Powers,50.0,Los Angele,16/11/2020,9999999.0,female
Katrina Rodriguez,57.0,LA,14/02/2022,,Female
,59.0,LA,24/10/2023,206621.05387183125,Male
Katherine Smith,21.0,san francisco,2021-03-27,114735.87576403067,
Elaine Jones,67.0,SF,2022-07-27,2000000.0,femlae
Nicholas Valdez,39.0,LA,2021-07-22,,femlae
Donna Rose,65.0,San Francisco,2021-10-12,,Mmale
Andrew Haas,31.0,SF,20/05/2020,2000000.0,Mmale
Kelsey Gomez,34.0,LA,2023-06-18,2000000.0,Femle
Lisa Reed,26.0,SF,2020-07-08,9999999.0,Mmale
Janice Dickerson,26.0,san francisco,,,
Matthew Gutierrez,59.0,LA,2024-03-26,9999999.0,Male
Tina Simmons,58.0,Los Angeles,2021-07-31,10.0,Femle
Sophia Smith,65.0,LA,2023-09-08,124494.49222409232,Female
John Grimes,22.0,san francisco,2022-07-10,2000000.0,female
David Martinez,20.0,New York,2022-01-26,9999999.0,
Natalie Horton,69.0,New York,2021-12-25,,Female
Eric Baxter,30.0,San Francisco,2019-11-29,2000000.0,Female
Joshua Elliott,55.0,san francisco,2023-04-18,2000000.0,
Antonio Marshall,18.0,LA,2022-07-08,2000000.0,Male
Lauren Santos,48.0,LA,2021-08-25,2000000.0,femlae
Tyler Compton,,SF,,2000000.0,Female
,40.0,Los Angele,2023-10-23,2000000.0,Femle
Bailey Atkins,29.0,Los Angeles,08/01/2023,2000000.0,Male
Kelsey West,,Los Angeles,2020-10-20,,
Carolyn Watson,58.0,New York,,10.0,
,35.0,new york,2020-12-24,132114.31096470842,Mmale
Amanda Brown,62.0,san francisco,2023-02-14,57503.215026631595,Femle
,40.0,san francisco,2023-12-09,2000000.0,Male
Gregory Curry,66.0,Los Angele,2022-02-24,2000000.0,Mmale
Joshua Lewis,25.0,LA,10/02/2024,10.0,Mmale
Alec Lopez,,new york,2021-11-22,,Female
Bradley Frazier,39.0,Los Angeles,2022-07-02,10.0,Mmale
Sabrina Anderson,38.0,SF,2021-08-18,9999999.0,Mmale
Isabella Blankenship,46.0,Los Angeles,2021-12-23,2000000.0,Male
Sarah Mcbride,,new york,2024-07-19,2000000.0,male
Richard Chapman,,Los Angeles,2020-05-03,10.0,
Ms. Marie Hernandez,70.0,San Francisco,,2000000.0,male
Nicole Farmer,61.0,New York,2021-09-26,10.0,Male
Melanie Peterson,,san francisco,2022-03-05,10.0,Male
Christopher Lester,69.0,SF,2020-12-23,2000000.0,
Albert Neal,62.0,san francisco,02/11/2022,,Male
Michael Mcgee,48.0,San Francisco,10/08/2023,2000000.0,femlae
Jeremy Wilcox,51.0,Los Angele,05/08/2021,2000000.0,Femle
Kelly Cole,37.0,new york,2022-12-23,9999999.0,Mmale
Dennis Orr,23.0,LA,29/09/2021,9999999.0,male
Debra Jones,29.0,san francisco,2021-05-03,10.0,male
Alexandria Griffin,56.0,san francisco,2021-10-19,,Female
Keith Johnson,61.0,san francisco,2021-11-25,9999999.0,Male
Kathy Reed,45.0,New York,,2000000.0,
Sara Castillo,50.0,san francisco,2023-05-26,10.0,
Juan Marquez,26.0,san francisco,2023-04-16,2000000.0,female
Catherine Kramer,35.0,new york,2023-04-27,2000000.0,Female
Grace Mayo,49.0,san francisco,2022-04-16,289988.36553128756,Female
Douglas Cole,,san francisco,19/12/2022,10.0,femlae
Anthony Smith,53.0,san francisco,,10.0,Female
Julia Andrews,49.0,San Francisco,2023-01-24,,
Sharon Williams,39.0,san francisco,2023-11-23,265498.1081000591,male
Sandra Chapman,32.0,New York,2021-06-03,9999999.0,Female
Barbara King,21.0,Los Angele,2023-11-11,,male
Miss Katelyn Henderson DVM,63.0,Los Angeles,2024-09-16,,male
Richard Murphy,,San Francisco,2023-02-05,,Femle
Phillip Clark,54.0,Los Angele,2021-05-29,104112.65301966007,Femle
Erin Thomas,63.0,San Francisco,2022-09-09,66682.62906295329,Male
,67.0,LA,2021-10-06,132674.77157863567,Mmale
Sharon Zimmerman,30.0,SF,2019-12-23,9999999.0,Mmale
John Bailey,59.0,SF,,9999999.0,male
Jeffery Lopez,69.0,LA,2022-07-23,72006.99538708528,femlae
Traci Harrington,62.0,san francisco,2021-04-06,2000000.0,male
,53.0,Los Angeles,2022-10-17,10.0,
Patrick Ramos,33.0,new york,,106417.91157041595,Femle
Veronica Mills,,Los Angeles,2024-01-31,,femlae
Mark Lawson,35.0,New York,2021-12-28,10.0,Female
Lisa Baker,19.0,San Francisco,2023-07-24,169777.0683395919,
John Mccoy,62.0,San Francisco,2023-07-12,10.0,Mmale
Jennifer Wilson,64.0,Los Angeles,,9999999.0,male
John Whitehead,29.0,New York,,,
Edwin Noble,33.0,San Francisco,08/10/2021,9999999.0,Female
,65.0,San Francisco,2022-03-05,,femlae
Thomas Harper,33.0,new york,25/10/2020,2000000.0,Femle
Mary Collins,18.0,LA,2022-04-29,2000000.0,Femle
Vanessa Brown,26.0,Los Angele,2020-08-09,10.0,femlae
,,SF,2022-10-25,2000000.0,Female
Frederick Duarte,39.0,Los Angeles,2020-01-20,9999999.0,female
Jessica Crosby,43.0,SF,2023-09-07,10.0,
Tracy Jones,33.0,SF,2022-07-25,10.0,Mmale
Gabriel Kelly,51.0,San Francisco,2023-08-19,9999999.0,Male
Michael Rojas,68.0,New York,12/06/2023,10.0,
John Brady,54.0,SF,2022-04-29,143215.8263658819,femlae
David Moss,54.0,New York,2022-04-21,2000000.0,
,23.0,LA,2019-12-30,10.0,
Craig Pham,44.0,SF,2024-04-16,9999999.0,femlae
Justin Brooks,30.0,SF,2024-10-06,9999999.0,Femle
Brandon Sullivan,58.0,LA,2024-03-02,,female
Kelly Glover,53.0,Los Angele,2019-12-12,9999999.0,Mmale
Jasmine Randolph,20.0,San Francisco,2023-10-09,2000000.0,male
Jane Gonzalez,57.0,Los Angele,2022-05-17,9999999.0,
Frank Cooper,36.0,Los Angeles,,10.0,Female
Erica Duffy,52.0,new york,09/12/2023,66526.17054561325,female
Erin Williams,28.0,new york,,2000000.0,female
Sandra Flores,21.0,new york,2024-06-09,2000000.0,Male
Jacqueline Spears,67.0,new york,2023-07-18,,Female
Rebecca Holloway,36.0,LA,2021-05-15,9999999.0,male
,58.0,Los Angeles,14/03/2021,9999999.0,male
Brittany Jackson,62.0,san francisco,2020-12-28,9999999.0,male
,29.0,SF,2021-10-27,10.0,Mmale
Gregory Munoz,56.0,LA,28/06/2023,9999999.0,Femle
,43.0,san francisco,2020-06-15,10.0,femlae
Nicole Moore,44.0,Los Angeles,2020-05-30,10.0,Female
Michael Jones,50.0,Los Angele,2021-06-22,10.0,
Lisa Wilson,67.0,San Francisco,2021-05-28,,female
David Pierce,48.0,SF,2021-12-02,10.0,Mmale
Thomas Pennington,39.0,Los Angele,2024-09-19,9999999.0,Mmale
Timothy Chen,,SF,27/02/2024,2000000.0,male
,57.0,new york,2022-02-27,10.0,Femle
Kelsey Jefferson,48.0,SF,19/07/2020,9999999.0,female
Cynthia Huber,56.0,SF,2021-11-29,10.0,Mmale
Jessica Hawkins,34.0,LA,2023-01-02,2000000.0,Femle
Laura Reyes,30.0,san francisco,2021-07-13,2000000.0,female
Ashley Adams,35.0,new york,2022-06-14,2000000.0,femlae
Dennis Andrade,44.0,Los Angeles,24/10/2021,78427.66100710382,Male
Donna Marshall,34.0,Los Angeles,22/09/2024,9999999.0,male
Kylie Wilson,67.0,new york,2020-12-05,9999999.0,Male
,22.0,SF,,9999999.0,femlae
Michael Salazar,33.0,new york,2023-01-08,99141.5035393761,
Mallory Malone,28.0,San Francisco,2023-01-17,,female
Mr. Richard Smith,31.0,new york,2020-11-19,2000000.0,female
,29.0,San Francisco,2020-09-30,9999999.0,Male
Gina Parker PhD,49.0,New York,02/08/2024,9999999.0,Femle
Jody Green,65.0,san francisco,2021-09-01,9999999.0,female
Shannon Sanders,70.0,san francisco,2022-09-27,,
Karen Anderson,35.0,LA,2020-08-17,2000000.0,
Natalie Brooks,66.0,New York,,10.0,Mmale
Leah Conway,21.0,new york,2024-01-17,2000000.0,Male
,57.0,san francisco,05/11/2020,2000000.0,Mmale
Christopher Johnson,50.0,Los Angele,2021-09-08,10.0,Femle
Courtney Jordan,64.0,san francisco,2023-09-27,,male
Shannon White,23.0,New York,2022-09-16,10.0,female
,45.0,new york,13/06/2024,9999999.0,Female
David Bryant,,Los Angele,2022-02-14,159807.21966934137,Female
,49.0,SF,29/10/2023,,Male
Rebecca Sutton,62.0,New York,18/06/2021,2000000.0,
Alyssa Spencer,21.0,san francisco,2024-06-16,9999999.0,
,53.0,new york,2021-11-22,2000000.0,Mmale
Lisa Deleon,,SF,2023-06-10,10.0,
Anthony Adams,32.0,san francisco,03/08/2022,10.0,Femle
Kelly Hartman,57.0,Los Angele,2021-10-25,9999999.0,female
Rachel Fowler,28.0,san francisco,2021-01-04,2000000.0,Female
Bryan Flores,40.0,San Francisco,2020-12-16,2000000.0,female
Cynthia Mooney,33.0,New York,2022-05-27,,femlae
Joseph Kennedy,18.0,San Francisco,2021-11-13,9999999.0,Femle
Adam Mitchell,35.0,san francisco,,9999999.0,femlae
Dr. Shelly Copeland DDS,,LA,2023-03-15,10.0,Female
Joseph Vega,34.0,SF,2022-02-25,9999999.0,
Eric Kelly,50.0,Los Angeles,2022-01-08,9999999.0,Male
Mary Clarke,,New York,2020-08-16,10.0,Male
Richard Shaw,33.0,new york,2024-05-19,,femlae
Michelle Garcia,68.0,Los Angeles,2022-04-18,,Mmale
,28.0,san francisco,,9999999.0,femlae
Nicholas Allen,51.0,San Francisco,,10.0,Female
Brian Bean,52.0,New York,2023-07-15,10.0,Female
Kathryn Carter,41.0,Los Angele,25/04/2024,,Female
James Gordon,38.0,New York,2020-08-17,2000000.0,male
Jessica Bowers,19.0,Los Angeles,2020-10-31,9999999.0,Femle
Randy Martinez,60.0,LA,2022-05-10,2000000.0,
Samantha Perry,57.0,san francisco,2022-09-05,9999999.0,Femle
,55.0,San Francisco,2023-08-31,10.0,Mmale
Patricia Soto,41.0,LA,22/06/2021,,
Mary Barnett,55.0,SF,23/07/2021,9999999.0,male
Barbara Austin,31.0,San Francisco,13/03/2020,9999999.0,
Cheryl Chapman,61.0,Los Angeles,2021-02-21,10.0,femlae
Ryan Stevenson,,new york,05/03/2020,9999999.0,male
Kaitlin Haas,49.0,New York,2021-04-21,2000000.0,
Abigail Kelly,68.0,san francisco,,,Femle
Raymond Armstrong,27.0,New York,2022-11-21,2000000.0,femlae
,23.0,Los Angele,2023-04-08,9999999.0,Femle
Aaron Robinson,52.0,New York,13/01/2023,,
Bruce White,55.0,Los Angele,,10.0,male
Richard Atkins,55.0,New York,12/08/2022,182351.82091996307,Male
Nicholas Garcia,,Los Angeles,2019-12-15,,male
,38.0,san francisco,2024-08-16,2000000.0,Mmale
Lori Lambert,34.0,San Francisco,2024-09-13,2000000.0,Mmale
,61.0,SF,2023-12-18,10.0,Mmale
Margaret Robinson,70.0,New York,2020-04-24,2000000.0,Female
Brian Morgan,20.0,New York,18/03/2023,,Mmale
Jody Wilson,25.0,SF,2020-09-30,,
Mr. John Dudley,64.0,new york,2022-07-23,9999999.0,Female
Andrew Harris,32.0,Los Angeles,2022-03-14,2000000.0,Female
Bruce Fleming,53.0,Los Angele,16/12/2021,10.0,female
Laura Hopkins,37.0,san francisco,2021-07-21,10.0,Female
Richard Smith,27.0,LA,2020-03-21,10.0,female
Autumn Macias,43.0,Los Angeles,2020-08-23,,Male
Brandon Kelley,53.0,new york,01/10/2024,9999999.0,male
Justin Schultz,,New York,21/05/2021,,Male
Crystal Copeland,32.0,New York,2019-12-31,10.0,Male
Cynthia Gibson,,San Francisco,2021-05-07,10.0,
Christopher Parker,42.0,new york,2020-06-29,9999999.0,female
Megan Gallagher,,san francisco,2021-09-08,,female
Michael Carrillo,68.0,SF,2024-06-19,,female
Larry Griffin,61.0,San Francisco,2021-06-27,10.0,Female
Brandon Gregory,36.0,new york,22/01/2021,2000000.0,Male
Robert Martinez,47.0,SF,2023-05-24,10.0,Female
Dana Andrade,28.0,SF,2021-03-18,9999999.0,femlae
Amy Washington,32.0,Los Angeles,14/08/2024,9999999.0,Female
Robert Russell,57.0,LA,2024-07-27,118325.73487957519,male
Joseph Li,67.0,Los Angeles,17/07/2024,,
Joshua Larsen,21.0,SF,2023-09-24,,femlae
Carlos Brown,50.0,san francisco,2020-11-14,10.0,male
Anna Peterson,44.0,LA,2021-03-08,2000000.0,Mmale
,46.0,san francisco,2021-09-29,10.0,Female
Mark Allen,,Los Angele,2020-10-31,10.0,Male
George Jones,47.0,SF,2024-01-06,10.0,femlae
Paul Lewis,36.0,San Francisco,2021-11-03,10.0,male
Briana Morris,30.0,Los Angele,,,Mmale
Amy Long,61.0,LA,2020-06-14,9999999.0,Female
Tyler Sanchez,47.0,Los Angeles,2022-10-05,2000000.0,female
Scott Ayala MD,56.0,Los Angele,23/06/2020,2000000.0,Female
Kent Reed,26.0,san francisco,2020-10-12,10.0,Femle
Joseph Davidson,20.0,san francisco,2024-04-12,9999999.0,Male
Brandon Bailey,52.0,Los Angele,2020-05-25,,male
Steve Cole,25.0,new york,29/06/2020,9999999.0,
Janice Randolph,43.0,new york,2020-04-14,,Male
,29.0,San Francisco,03/01/2024,10.0,
Tina Moore,40.0,san francisco,2021-01-21,,Femle
Lynn Thompson,55.0,San Francisco,2022-08-04,,Female
Janice Farley,40.0,LA,2022-08-14,,femlae
Michael Butler,54.0,LA,2020-05-26,9999999.0,Female
Kelly Smith,60.0,SF,2024-07-01,9999999.0,female
Gary Brown,65.0,san francisco,2020-05-01,10.0,Male
Jennifer Johnson MD,61.0,SF,2022-11-13,,Male
Brandi Shepard,38.0,Los Angele,09/01/2021,2000000.0,male
Oscar Abbott,56.0,New York,,2000000.0,Male
Scott Smith,37.0,Los Angeles,10/09/2021,9999999.0,
Kristi Porter,27.0,san francisco,23/01/2020,9999999.0,
Derek Ruiz,18.0,LA,2024-06-16,9999999.0,femlae
,18.0,Los Angele,2023-08-14,9999999.0,Male
Carolyn Hodges,53.0,SF,2024-09-22,9999999.0,Mmale
Timothy Liu,40.0,LA,23/02/2023,10.0,Female
Greg Taylor,28.0,Los Angeles,07/04/2021,,Mmale
Maria Johnson,54.0,New York,17/09/2024,2000000.0,Female
